#AUTHID,text,cEXT,cNEU,cAGR,cCON,cOPN
2000_762391.txt,,n,n,n,y,y
2000_766519.txt,,n,n,y,y,y
2000_767391.txt,,n,n,y,n,y
2000_770472.txt,,n,n,n,n,n
2000_771081.txt,,y,n,y,y,n
2000_771407.txt,,y,n,n,y,y
2000_772049.txt,,n,n,y,y,n
2000_773497.txt,,n,y,n,y,n
2000_777531.txt,,n,y,n,n,n
2000_781318.txt,,n,y,n,y,y
2000_784017.txt,,y,n,n,n,n
2000_788565.txt,,n,y,y,n,n
2000_788927.txt,,y,n,y,n,n
2000_791766.txt,,n,n,y,y,y
2000_794320.txt,,y,y,n,y,y
2000_797956.txt,,y,y,y,y,y
2000_798629.txt,,n,y,n,n,y
2000_798791.txt,,y,y,n,y,n
2000_798925.txt,,n,y,y,n,y
2000_802646.txt,,n,n,y,n,y
2000_810134.txt,,n,y,n,n,y
2000_811126.txt,,y,y,n,y,y
2000_812056.txt,,y,n,n,y,y
2000_812774.txt,,y,n,y,y,y
2000_813544.txt,,n,y,n,n,n
2000_814284.txt,,y,y,n,y,n
2000_815592.txt,,y,n,n,n,y
2000_817078.txt,,n,y,y,n,n
2000_818614.txt,,n,n,y,y,n
2000_820571.txt,,n,y,n,y,n
2000_831232.txt,,y,n,y,n,y
2000_831814.txt,,y,y,n,n,y
2000_832071.txt,,y,n,y,y,n
2000_832658.txt,,n,y,n,n,y
2000_832857.txt,,n,n,y,y,n
2000_832875.txt,,y,n,y,y,y
2000_832879.txt,,y,n,y,y,n
2000_834851.txt,,y,n,y,y,y
2000_835974.txt,,y,y,y,y,y
2000_836234.txt,,n,y,n,n,y
2000_838741.txt,,y,y,y,n,n
2000_839089.txt,,n,y,n,y,y
2000_840640.txt,,y,n,n,y,n
2000_843977.txt,,n,y,y,y,y
2000_845859.txt,,y,n,y,y,n
2000_850667.txt,,n,n,y,y,y
2000_851590.txt,,y,y,n,y,y
2000_851716.txt,,n,n,y,y,y
2000_851969.txt,,n,y,n,y,n
2000_854141.txt,,n,n,n,y,n
2000_854458.txt,,n,y,y,y,n
2000_854482.txt,,y,y,y,y,y
2000_854761.txt,,n,y,n,n,n
2000_854954.txt,,y,n,n,y,n
2000_855326.txt,,y,n,y,y,y
2000_856478.txt,,y,y,y,y,y
2000_857295.txt,,y,y,y,y,n
2000_857364.txt,,n,y,n,n,y
2000_858070.txt,,n,y,n,n,n
2000_858636.txt,,n,n,y,y,n
2000_859325.txt,,n,y,y,y,n
2000_862726.txt,,y,y,n,n,n
2000_864302.txt,,n,n,y,n,n
2000_869726.txt,,n,n,n,y,n
2000_871438.txt,,n,y,n,y,n
2000_871605.txt,,y,n,y,y,y
2000_871706.txt,,y,n,y,y,y
2000_871804.txt,,n,n,y,y,y
2000_871816.txt,,y,n,y,y,y
2000_871821.txt,,n,n,n,y,y
2000_872110.txt,,y,n,y,n,y
2000_872907.txt,,y,y,n,n,y
2000_873310.txt,,n,y,n,n,n
2000_873558.txt,,y,n,y,y,y
2000_874178.txt,,n,y,n,n,y
2000_874608.txt,,n,n,y,n,y
2000_875345.txt,,y,n,y,y,n
2000_876118.txt,,n,y,n,n,y
2000_876538.txt,,n,y,n,n,y
2000_876930.txt,,y,n,y,y,y
2000_877296.txt,,n,n,y,y,y
2000_878834.txt,,n,n,y,n,y
2000_879234.txt,,n,n,y,y,y
2000_882352.txt,,y,y,y,y,y
2000_890512.txt,,y,n,y,y,y
2000_890770.txt,,y,y,n,n,y
2000_891089.txt,,y,n,y,y,y
2000_891125.txt,,y,y,y,y,n
2000_891138.txt,,n,n,y,y,y
2000_891322.txt,,y,n,n,y,n
2000_891622.txt,,n,y,n,n,n
2000_892157.txt,,y,n,n,y,y
2000_892239.txt,,y,n,n,y,y
2000_892829.txt,,n,y,n,n,y
2000_892887.txt,,y,y,n,y,n
2000_893872.txt,,y,n,y,y,n
2000_894277.txt,,y,n,n,n,y
2000_894444.txt,,y,y,y,y,y
2000_894718.txt,,n,y,y,y,n
2000_894986.txt,,y,n,y,n,y
2000_895005.txt,,n,n,y,y,n
2000_896348.txt,,n,y,y,y,y
2000_896506.txt,,n,n,y,n,y
2000_896824.txt,,y,n,y,y,y
2000_897928.txt,,n,y,n,n,n
2000_897981.txt,,y,n,y,y,n
2000_898561.txt,,n,y,y,y,y
2000_899564.txt,,n,n,y,y,n
2000_899852.txt,,n,n,y,n,y
2000_904579.txt,,y,n,y,n,n
2000_905497.txt,,n,y,n,n,y
2000_908148.txt,,y,n,y,y,y
2000_908900.txt,,y,n,y,y,n
2000_909238.txt,,y,y,y,y,n
2000_910351.txt,,y,y,y,n,n
2000_911572.txt,,n,n,y,y,y
2000_911587.txt,,n,y,n,n,n
2000_912233.txt,,y,n,n,y,y
2000_912341.txt,,y,y,y,y,y
2000_912563.txt,,n,n,y,y,n
2000_912827.txt,,y,y,n,n,n
2000_913207.txt,,n,n,n,y,y
2000_913399.txt,,y,y,n,n,y
2000_913632.txt,,y,n,y,y,y
2000_914067.txt,,n,n,n,n,y
2000_914079.txt,,n,y,n,n,n
2000_914251.txt,,y,n,n,y,y
2000_914317.txt,,y,y,y,y,y
2000_914520.txt,,n,y,n,n,n
2000_915058.txt,,n,y,n,n,y
2000_915297.txt,,y,y,n,n,y
2000_915657.txt,,y,n,n,n,n
2000_916422.txt,,y,y,n,n,n
2000_916816.txt,,y,n,n,n,n
2000_917531.txt,,n,y,n,n,n
2000_918314.txt,,y,n,y,y,y
2000_918787.txt,,n,y,n,n,n
2000_918832.txt,,n,n,n,n,y
2000_919336.txt,,y,y,y,y,y
2000_929783.txt,,y,y,n,n,n
2000_930465.txt,,y,y,n,n,y
2000_930976.txt,,n,n,y,y,y
2000_931061.txt,,n,y,n,n,n
2000_932050.txt,,y,y,n,n,y
2000_932839.txt,,y,y,n,y,y
2000_933158.txt,,y,y,y,y,y
2000_933277.txt,,y,y,n,y,n
2000_933324.txt,,y,y,n,y,n
2000_933743.txt,,n,n,y,y,y
2000_934269.txt,,n,y,n,n,y
2000_935195.txt,,n,n,n,y,y
2000_935326.txt,,n,y,n,n,n
2000_935602.txt,,y,n,y,y,y
2000_936005.txt,,y,n,n,n,y
2000_936978.txt,,n,n,n,n,y
2000_938506.txt,,n,y,n,n,n
2000_938520.txt,,n,n,n,n,n
2000_939521.txt,,y,n,y,n,y
2000_939561.txt,,y,y,n,y,y
2000_939950.txt,,y,n,y,n,n
2000_940609.txt,,y,n,y,y,y
2000_945903.txt,,n,y,y,n,y
2000_949785.txt,,n,y,n,y,n
2000_950082.txt,,y,n,y,n,y
2000_950163.txt,,y,y,y,n,y
2000_951137.txt,,n,y,y,y,n
2000_951373.txt,,n,y,y,y,n
2000_951548.txt,,y,y,n,y,y
2000_951640.txt,,y,y,y,n,y
2000_951695.txt,,y,n,y,y,n
2000_952120.txt,,n,n,y,y,y
2000_952164.txt,,n,n,n,y,n
2000_952191.txt,,n,n,y,y,n
2000_952391.txt,,y,n,n,n,y
2000_952457.txt,,y,n,n,n,n
2000_952476.txt,,y,y,y,y,n
2000_952488.txt,,y,n,y,n,n
2000_952851.txt,,y,n,n,y,y
2000_952893.txt,,y,n,y,n,y
2000_952907.txt,,y,n,n,n,n
2000_953763.txt,,n,y,n,n,n
2000_954075.txt,,y,y,y,n,y
2000_954100.txt,,n,n,n,n,y
2000_954203.txt,,n,y,y,n,n
2000_954778.txt,,y,n,n,y,n
2000_956652.txt,,n,n,y,n,n
2000_957713.txt,,n,n,y,y,n
2000_958343.txt,,y,y,n,y,y
2000_959324.txt,,n,y,n,n,y
2000_959855.txt,,n,y,y,y,y
2000_962395.txt,,n,y,n,y,y
2000_966826.txt,,y,y,n,n,y
2000_973864.txt,,n,y,n,y,n
2000_975545.txt,,y,n,y,y,y
2000_975827.txt,,y,n,n,y,n
2000_976039.txt,,y,n,n,y,y
2000_976328.txt,,n,y,n,y,n
2000_979459.txt,,n,y,n,n,y
2000_990457.txt,,n,n,y,y,n
2000_991293.txt,,n,y,y,y,n
2000_992099.txt,,n,y,y,y,n
2000_992182.txt,,y,y,y,y,y
2000_993693.txt,,y,y,y,n,n
2000_993709.txt,,y,n,n,y,y
2000_995275.txt,,n,y,n,n,n
2000_997950.txt,,n,y,y,n,n
2000_997973.txt,,y,n,y,y,n
2000_999176.txt,,n,y,n,n,y
2002_011084.txt,,n,n,y,n,y
2002_011190.txt,,y,y,n,y,y
2002_012097.txt,,y,n,n,y,y
2002_012137.txt,,n,n,n,y,y
2002_012297.txt,,y,n,n,y,y
2002_013073.txt,,n,y,n,n,n
2002_013468.txt,,y,n,y,y,n
2002_016413.txt,,n,n,y,n,y
2002_017993.txt,,n,n,n,y,y
2002_019782.txt,,n,y,n,n,n
2002_024555.txt,,y,n,y,n,y
2002_030481.txt,,y,n,n,y,y
2002_030576.txt,,n,n,y,y,n
2002_031391.txt,,y,n,n,n,n
2002_031539.txt,,y,n,y,y,n
2002_032413.txt,,y,y,n,n,y
2002_033027.txt,,n,y,n,n,y
2002_036006.txt,,y,y,n,y,n
2002_037308.txt,,n,n,y,n,y
2002_037524.txt,,n,y,n,n,n
2002_039325.txt,,y,n,n,n,y
2002_039437.txt,,n,n,n,y,n
2002_039681.txt,,y,y,n,n,n
2002_039724.txt,,y,y,n,y,y
2002_040858.txt,,n,y,n,n,n
2002_050001.txt,,n,n,y,n,n
2002_050159.txt,,n,y,n,n,y
2002_053186.txt,,n,y,n,n,n
2002_053286.txt,,n,n,y,y,n
2002_054002.txt,,y,y,n,n,n
2002_054506.txt,,y,y,y,n,n
2002_054737.txt,,y,n,y,y,y
2002_056431.txt,,y,y,n,y,y
2002_056534.txt,,y,n,n,y,n
2002_056707.txt,,y,n,y,n,n
2002_057765.txt,,y,y,n,y,n
2002_058891.txt,,y,y,y,y,n
2002_059772.txt,,y,n,y,y,y
2002_061064.txt,,n,n,y,n,n
2002_070547.txt,,y,n,y,y,n
2002_072432.txt,,n,y,n,n,y
2002_075063.txt,,n,y,y,n,n
2002_075649.txt,,y,y,y,n,y
2002_075732.txt,,n,n,y,y,n
2002_077466.txt,,n,n,n,n,y
2002_077680.txt,,n,y,n,y,n
2002_078589.txt,,y,y,y,y,n
2002_078803.txt,,n,y,n,n,n
2002_078994.txt,,n,y,n,n,n
2002_079437.txt,,y,y,n,n,y
2002_082237.txt,,y,n,y,n,n
2002_091020.txt,,n,n,y,y,n
2002_091935.txt,,y,n,n,n,y
2002_092819.txt,,y,n,y,y,y
2002_095727.txt,,n,y,y,n,y
2002_097387.txt,,n,n,y,n,n
2002_098864.txt,,n,n,y,y,n
2002_101063.txt,,y,n,y,n,n
2002_102020.txt,,n,y,n,y,y
2002_104095.txt,,y,n,n,n,y
2002_105085.txt,,n,y,n,n,n
2002_105793.txt,,y,n,y,y,n
2002_106590.txt,,n,y,y,y,n
2002_106981.txt,,n,n,n,n,y
2002_107209.txt,,n,y,y,n,y
2002_107435.txt,,n,y,n,n,n
2002_107914.txt,,y,y,n,y,n
2002_107925.txt,,y,y,y,y,y
2002_108161.txt,,n,y,n,n,n
2002_109622.txt,,n,n,y,y,n
2002_121357.txt,,y,n,y,n,n
2002_121479.txt,,n,n,y,n,n
2002_122312.txt,,n,y,n,y,n
2002_122581.txt,,n,n,n,y,y
2002_123025.txt,,n,n,y,n,y
2002_127941.txt,,y,n,y,y,n
2002_129211.txt,,y,n,n,y,y
2002_134251.txt,,y,n,y,n,y
2002_136641.txt,,y,n,n,y,n
2002_142749.txt,,y,y,n,n,n
2002_143981.txt,,y,y,y,n,n
2002_145993.txt,,n,y,n,y,y
2002_147025.txt,,n,y,n,n,n
2002_147942.txt,,n,y,n,y,y
2002_155948.txt,,y,n,n,n,y
2002_159833.txt,,y,n,n,y,n
2002_162856.txt,,n,n,n,y,y
2002_166663.txt,,y,n,y,n,n
2002_167717.txt,,y,n,y,y,n
2002_178264.txt,,n,n,n,n,y
2002_183166.txt,,n,y,y,y,n
2002_196396.txt,,n,n,y,y,n
2002_226723.txt,,y,n,n,y,y
2002_230441.txt,,y,y,n,y,n
2002_243325.txt,,n,y,n,y,n
2002_243882.txt,,y,n,y,y,y
2002_248117.txt,,n,n,y,y,y
2002_285967.txt,,y,y,n,n,y
2002_293192.txt,,y,n,y,y,y
2002_309031.txt,,n,n,y,y,y
2002_314490.txt,,n,n,n,n,n
2002_325630.txt,,y,n,y,n,n
2002_362136.txt,,y,n,y,n,y
2002_368760.txt,,y,n,n,y,n
2002_371941.txt,,y,y,n,n,y
2002_372240.txt,,n,n,y,n,n
2002_372968.txt,,y,y,y,n,y
2002_381292.txt,,n,y,n,n,y
2002_387292.txt,,n,y,n,y,n
2002_415181.txt,,y,y,n,n,y
2002_423774.txt,,n,y,n,n,y
2002_425417.txt,,n,y,y,n,y
2002_438589.txt,,n,y,n,y,n
2002_464678.txt,,y,n,n,n,y
2002_478832.txt,,n,n,n,y,n
2002_483303.txt,,n,n,n,n,n
2002_484135.txt,,y,y,y,n,n
2002_494571.txt,,y,n,n,y,y
2002_496623.txt,,n,n,y,y,n
2002_497579.txt,,n,n,y,y,y
2002_503062.txt,,n,y,y,y,n
2002_516812.txt,,y,n,n,y,y
2002_517265.txt,,n,y,y,n,n
2002_517301.txt,,n,n,n,n,y
2002_517848.txt,,n,n,n,n,n
2002_519780.txt,,n,y,n,n,n
2002_523940.txt,,n,y,y,n,n
2002_524226.txt,,y,y,n,n,n
2002_524643.txt,,n,n,n,y,y
2002_530975.txt,,y,n,n,n,y
2002_534467.txt,,y,y,n,y,n
2002_536911.txt,,y,n,y,y,y
2002_537905.txt,,y,y,y,n,y
2002_538120.txt,,y,n,y,y,y
2002_538196.txt,,y,y,y,y,y
2002_552990.txt,,n,n,y,y,y
2002_556484.txt,,n,y,n,n,y
2002_578490.txt,,y,y,y,y,y
2002_584034.txt,,n,n,y,y,y
2002_593941.txt,,n,y,y,y,y
2002_595268.txt,,n,y,n,n,y
2002_609940.txt,,n,y,n,n,n
2002_610093.txt,,n,n,n,n,n
2002_612369.txt,,y,n,y,y,y
2002_618490.txt,,n,y,n,n,y
2002_619916.txt,,y,n,y,y,n
2002_619972.txt,,n,y,n,n,y
2002_631016.txt,,y,n,y,y,y
2002_631686.txt,,y,n,y,n,n
2002_637171.txt,,n,n,y,y,n
2002_637194.txt,,y,n,y,y,y
2002_643046.txt,,n,y,n,n,y
2002_643142.txt,,n,n,n,n,y
2002_647168.txt,,n,n,n,n,n
2002_650332.txt,,y,y,n,y,y
2002_651690.txt,,y,n,n,n,n
2002_651875.txt,,y,n,y,n,y
2002_652482.txt,,y,y,y,y,n
2002_652604.txt,,n,y,y,y,n
2002_653140.txt,,y,y,n,n,n
2002_653595.txt,,n,y,y,n,n
2002_653762.txt,,y,n,n,y,n
2002_654278.txt,,y,n,n,y,n
2002_654785.txt,,n,y,n,n,y
2002_654953.txt,,n,n,n,y,y
2002_655082.txt,,n,n,n,n,n
2002_657022.txt,,n,y,y,y,y
2002_657764.txt,,y,n,y,n,y
2002_659246.txt,,y,n,y,y,n
2002_659290.txt,,n,y,n,y,n
2002_659436.txt,,n,n,n,y,n
2002_659456.txt,,n,n,n,y,n
2002_663634.txt,,n,y,y,y,n
2002_665348.txt,,n,n,y,y,y
2002_671391.txt,,n,y,n,y,n
2002_672254.txt,,n,y,n,y,n
2002_672547.txt,,y,y,n,n,y
2002_672631.txt,,n,y,n,y,n
2002_672697.txt,,n,y,n,y,n
2002_672755.txt,,n,y,y,y,n
2002_673275.txt,,n,y,y,n,n
2002_673433.txt,,n,n,y,y,n
2002_673493.txt,,y,n,y,y,n
2002_673962.txt,,n,y,y,y,y
2002_674784.txt,,y,n,n,n,y
2002_674833.txt,,y,y,y,n,y
2002_674956.txt,,n,n,y,n,y
2002_675006.txt,,n,n,y,n,y
2002_675023.txt,,y,n,y,n,n
2002_675309.txt,,n,n,n,n,y
2002_676062.txt,,n,y,y,n,n
2002_676085.txt,,y,n,y,n,y
2002_676095.txt,,n,n,y,y,y
2002_676992.txt,,y,n,y,y,n
2002_677203.txt,,n,n,y,n,n
2002_678172.txt,,n,y,n,n,y
2002_678269.txt,,y,y,n,n,n
2002_678520.txt,,n,n,y,y,n
2002_678622.txt,,y,n,n,n,y
2002_678839.txt,,y,n,y,y,y
2002_679216.txt,,y,y,y,y,y
2002_680513.txt,,y,n,n,n,y
2002_680572.txt,,n,n,y,y,y
2002_690231.txt,,n,n,y,y,y
2002_690292.txt,,y,n,n,y,n
2002_690395.txt,,y,y,y,n,n
2002_690992.txt,,n,y,y,n,y
2002_691745.txt,,n,n,y,n,n
2002_692554.txt,,y,n,n,n,y
2002_692681.txt,,n,y,n,n,n
2002_692908.txt,,n,y,n,n,n
2002_693141.txt,,y,y,n,n,y
2002_693429.txt,,y,n,y,n,y
2002_693614.txt,,n,y,n,n,y
2002_693916.txt,,y,n,y,y,y
2002_694049.txt,,y,n,n,n,n
2002_695597.txt,,y,n,y,y,y
2002_695757.txt,,y,n,y,n,y
2002_696024.txt,,y,n,y,y,n
2002_696715.txt,,n,y,n,y,y
2002_698229.txt,,y,n,y,y,y
2002_699374.txt,,y,y,y,y,n
2002_699655.txt,,y,y,n,y,y
2002_703402.txt,,y,y,n,n,y
2002_708914.txt,,n,n,y,y,n
2002_710314.txt,,n,n,y,y,y
2002_712420.txt,,n,n,n,n,y
2002_712619.txt,,y,n,y,y,y
2002_712631.txt,,y,n,n,n,n
2002_713375.txt,,y,n,y,y,y
2002_714486.txt,,n,y,y,n,n
2002_715289.txt,,y,n,y,y,y
2002_715297.txt,,y,n,y,n,y
2002_715655.txt,,n,n,n,y,y
2002_716179.txt,,n,n,n,n,n
2002_716298.txt,,y,y,y,n,y
2002_716585.txt,,n,y,y,n,y
2002_717239.txt,,y,y,n,y,n
2002_717530.txt,,y,n,n,y,y
2002_717531.txt,,n,y,n,y,n
2002_718305.txt,,y,y,y,y,y
2002_718663.txt,,n,n,y,y,y
2002_718733.txt,,y,y,n,n,n
2002_723345.txt,,n,y,n,n,n
2002_725541.txt,,n,y,y,n,n
2002_727946.txt,,n,y,n,n,n
2002_730158.txt,,n,y,y,n,y
2002_730515.txt,,y,n,y,y,y
2002_733150.txt,,y,y,n,n,y
2002_733503.txt,,n,n,y,y,y
2002_734040.txt,,y,n,n,n,n
2002_734462.txt,,n,n,n,n,n
2002_735375.txt,,y,y,y,y,y
2002_735955.txt,,y,n,n,n,y
2002_736090.txt,,n,n,y,n,y
2002_737137.txt,,y,y,y,y,y
2002_737822.txt,,n,n,y,y,n
2002_738486.txt,,n,y,n,n,y
2002_738727.txt,,n,y,y,y,n
2002_738926.txt,,y,n,y,y,y
2002_741268.txt,,n,n,y,n,y
2002_747057.txt,,y,n,y,y,y
2002_750065.txt,,y,y,y,n,n
2002_750740.txt,,n,y,n,n,y
2002_751972.txt,,n,y,y,n,n
2002_752488.txt,,n,n,y,n,n
2002_756924.txt,,y,y,y,y,n
2002_758960.txt,,y,n,y,n,n
2002_759236.txt,,n,n,y,y,n
2002_759716.txt,,n,y,y,n,y
2002_759882.txt,,n,y,n,y,y
2002_763964.txt,,n,y,y,y,n
2002_765168.txt,,y,y,n,n,n
2002_765933.txt,,y,n,y,y,y
2002_766324.txt,,n,y,n,y,n
2002_769785.txt,,y,y,n,y,n
2002_770416.txt,,n,y,n,n,n
2002_772200.txt,,y,n,y,n,y
2002_773215.txt,,y,y,y,y,n
2002_773379.txt,,y,n,n,y,n
2002_775925.txt,,n,n,y,n,y
2002_780856.txt,,y,y,n,n,n
2002_790094.txt,,y,y,y,n,n
2002_792236.txt,,y,n,y,y,y
2002_792967.txt,,n,y,n,n,n
2002_794270.txt,,y,n,y,n,y
2002_795829.txt,,y,n,y,n,y
2002_796644.txt,,y,n,y,y,n
2002_798304.txt,,n,y,n,n,y
2002_798513.txt,,y,y,y,n,y
2002_803852.txt,,y,n,n,y,y
2002_804782.txt,,y,n,y,n,n
2002_805223.txt,,y,n,y,n,n
2002_809993.txt,,n,y,y,y,y
2002_810133.txt,,y,y,y,n,y
2002_815739.txt,,y,y,n,n,n
2002_816194.txt,,y,y,n,n,n
2002_818242.txt,,y,n,y,y,n
2002_818682.txt,,n,n,n,n,y
2002_819430.txt,,n,y,y,y,n
2002_819526.txt,,n,n,n,y,n
2002_822358.txt,,n,y,y,y,y
2002_822367.txt,,y,n,n,y,y
2002_830128.txt,,n,n,n,y,n
2002_830131.txt,,n,n,y,n,n
2002_830353.txt,,y,y,y,n,y
2002_833127.txt,,y,n,y,n,y
2002_833487.txt,,y,y,n,n,n
2002_833527.txt,,n,y,y,n,y
2002_835051.txt,,y,n,y,y,n
2002_835543.txt,,y,y,y,n,y
2002_835961.txt,,y,n,n,n,n
2002_836474.txt,,n,y,n,y,n
2002_836984.txt,,n,y,n,n,y
2002_838530.txt,,y,y,n,y,y
2002_841476.txt,,n,y,y,y,y
2002_843716.txt,,y,n,y,n,n
2002_854190.txt,,n,n,y,y,n
2002_854684.txt,,y,n,n,y,n
2002_855472.txt,,n,y,n,y,n
2002_855878.txt,,y,y,y,y,y
2002_856872.txt,,n,y,n,n,n
2002_857261.txt,,y,n,y,y,y
2002_864597.txt,,y,n,y,n,n
2002_870737.txt,,y,n,y,y,n
2002_871615.txt,,y,n,n,y,y
2002_873089.txt,,y,n,y,y,y
2002_875611.txt,,n,y,y,n,n
2002_875628.txt,,y,n,y,n,n
2002_875711.txt,,y,y,n,y,y
2002_877267.txt,,y,n,y,y,y
2002_880165.txt,,y,n,y,n,n
2002_891066.txt,,y,n,y,n,y
2002_892957.txt,,n,y,y,n,y
2002_896653.txt,,y,n,y,n,y
2002_897828.txt,,y,n,y,y,n
2002_898153.txt,,n,y,y,y,y
2002_904419.txt,,y,n,y,n,n
2002_906448.txt,,y,n,y,y,n
2002_911754.txt,,y,n,n,n,y
2002_912232.txt,,y,y,y,y,n
2002_913549.txt,,n,n,n,n,y
2002_913929.txt,,y,y,n,n,n
2002_916663.txt,,n,n,n,n,n
2002_917507.txt,,y,n,y,n,y
2002_917983.txt,,n,n,y,y,n
2002_918284.txt,,y,y,y,y,n
2002_918671.txt,,n,y,y,n,n
2002_919167.txt,,y,n,n,n,y
2002_924957.txt,,y,n,y,y,y
2002_926472.txt,,y,y,n,y,y
2002_928929.txt,,y,y,n,n,n
2002_930254.txt,,y,y,y,n,n
2002_930911.txt,,y,n,y,n,y
2002_931069.txt,,y,y,n,n,y
2002_932909.txt,,n,y,y,n,n
2002_934039.txt,,n,y,y,y,n
2002_934127.txt,,n,n,n,y,y
2002_936431.txt,,n,n,n,n,n
2002_938041.txt,,y,y,y,n,y
2002_938191.txt,,y,n,n,n,y
2002_939045.txt,,n,y,n,n,y
2002_939162.txt,,y,y,n,n,y
2002_941898.txt,,n,y,n,n,n
2002_950971.txt,,n,n,y,y,n
2002_951305.txt,,n,n,y,n,y
2002_953034.txt,,y,y,n,n,n
2002_953283.txt,,y,n,n,y,y
2002_953340.txt,,n,y,n,y,y
2002_953576.txt,,y,n,y,y,y
2002_955033.txt,,y,n,y,n,n
2002_955372.txt,,y,y,y,n,y
2002_955576.txt,,y,y,n,y,y
2002_955716.txt,,n,n,y,y,n
2002_956743.txt,,y,y,n,y,n
2002_957362.txt,,y,y,n,y,y
2002_958061.txt,,y,y,y,n,y
2002_958137.txt,,y,n,y,n,y
2002_966552.txt,,y,y,y,y,n
2002_969641.txt,,y,y,n,n,n
2002_972172.txt,,y,y,y,n,y
2002_972407.txt,,y,y,y,y,y
2002_972796.txt,,n,n,y,y,n
2002_972972.txt,,y,y,n,n,y
2002_974654.txt,,n,y,y,n,n
2002_975468.txt,,n,n,y,y,y
2002_979377.txt,,n,y,y,n,n
2002_979598.txt,,y,y,n,y,n
2002_979646.txt,,n,y,y,n,y
2002_987315.txt,,n,y,y,n,n
2002_990120.txt,,y,n,y,n,n
2002_991230.txt,,n,n,n,n,y
2002_995661.txt,,y,y,n,n,n
2002_996434.txt,,y,n,n,y,y
2002_998805.txt,,n,n,n,y,y
2003_8.txt,,n,y,n,n,y
2003_10.txt,,n,y,y,n,y
2003_11.txt,,n,n,y,y,y
2003_13.txt,,y,y,y,y,n
2003_14.txt,,n,n,y,y,n
2003_15.txt,,y,y,n,y,y
2003_16.txt,,y,n,y,n,n
2003_18.txt,,y,y,y,y,y
2003_21.txt,,y,n,n,n,n
2003_23.txt,,n,y,n,y,n
2003_24.txt,,n,n,y,n,y
2003_25.txt,,n,n,y,n,y
2003_26.txt,,n,n,y,y,y
2003_27.txt,,n,y,n,n,n
2003_28.txt,,n,n,n,y,y
2003_30.txt,,y,n,n,n,y
2003_31.txt,,n,n,y,n,y
2003_33.txt,,y,y,n,n,y
2003_34.txt,,n,n,y,n,y
2003_35.txt,,y,n,n,y,y
2003_38.txt,,n,y,y,y,n
2003_39.txt,,y,n,y,y,n
2003_40.txt,,n,y,n,n,y
2003_42.txt,,n,y,n,n,n
2003_43.txt,,y,y,y,n,y
2003_45.txt,,y,n,n,y,n
2003_46.txt,,y,n,y,n,y
2003_47.txt,,n,n,y,y,n
2003_51.txt,,n,n,y,y,n
2003_53.txt,,y,n,n,n,y
2003_55.txt,,y,n,y,y,y
2003_57.txt,,y,n,n,y,n
2003_58.txt,,y,n,y,y,y
2003_59.txt,,n,n,y,y,n
2003_60.txt,,n,y,n,n,y
2003_61.txt,,n,n,y,n,y
2003_63.txt,,n,y,y,y,y
2003_65.txt,,n,y,y,n,n
2003_67.txt,,y,n,n,y,y
2003_68.txt,,n,n,n,n,n
2003_69.txt,,n,n,y,y,n
2003_70.txt,,y,n,y,y,y
2003_72.txt,,n,n,y,y,n
2003_74.txt,,y,n,y,y,y
2003_75.txt,,y,y,y,y,y
2003_76.txt,,y,n,y,n,y
2003_77.txt,,n,y,n,n,y
2003_79.txt,,y,y,n,y,n
2003_80.txt,,n,y,y,n,n
2003_82.txt,,y,n,y,y,y
2003_83.txt,,y,y,y,n,n
2003_86.txt,,n,n,y,n,y
2003_87.txt,,n,y,n,n,y
2003_89.txt,,n,y,n,n,y
2003_90.txt,,n,y,n,y,n
2003_91.txt,,n,n,n,n,y
2003_92.txt,,y,n,y,n,y
2003_93.txt,,y,y,n,y,n
2003_94.txt,,y,y,y,y,n
2003_95.txt,,y,n,y,n,y
2003_96.txt,,y,y,y,n,n
2003_97.txt,,n,n,y,y,n
2003_98.txt,,n,y,y,y,n
2003_99.txt,,n,y,y,y,y
2003_100.txt,,y,y,n,n,y
2003_101.txt,,y,y,n,n,y
2003_104.txt,,n,y,n,y,y
2003_105.txt,,y,y,y,n,y
2003_106.txt,,n,y,n,y,n
2003_110.txt,,n,n,y,n,n
2003_111.txt,,y,n,y,y,n
2003_112.txt,,n,y,n,n,n
2003_114.txt,,n,y,y,y,n
2003_115.txt,,n,y,y,y,y
2003_116.txt,,y,y,y,n,y
2003_117.txt,,y,n,y,y,n
2003_118.txt,,y,n,y,y,n
2003_119.txt,,n,y,n,y,y
2003_120.txt,,y,n,n,n,n
2003_121.txt,,y,y,n,n,n
2003_122.txt,,n,n,y,y,n
2003_126.txt,,y,y,n,n,y
2003_127.txt,,n,n,n,n,y
2003_128.txt,,n,y,y,n,n
2003_129.txt,,n,n,y,n,n
2003_130.txt,,n,y,y,n,y
2003_131.txt,,n,n,n,y,n
2003_132.txt,,y,y,y,y,n
2003_133.txt,,y,n,n,n,y
2003_134.txt,,y,n,n,n,n
2003_135.txt,,n,n,n,n,y
2003_136.txt,,n,y,y,n,y
2003_137.txt,,n,y,n,n,y
2003_139.txt,,n,y,y,y,y
2003_140.txt,,n,n,n,y,y
2003_141.txt,,n,n,y,n,y
2003_142.txt,,n,n,y,n,y
2003_144.txt,,n,y,y,n,n
2003_145.txt,,n,y,n,y,n
2003_148.txt,,n,n,n,n,y
